NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                      MESSAGE
gmp-system                    28m         Normal    Created                                  pod/collector-8b7jt                                         Container created
kube-system                   28m         Normal    Pulled                                   pod/pdcsi-node-7j7mq                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.34@sha256:b38f4e46ad46c1f83f550d695812296b8d2d6a211c3fc0633f28979b0e958516" in 2.806s (3.099s including waiting). Image size: 14461369 bytes.
gmp-system                    28m         Normal    Started                                  pod/collector-8b7jt                                         Container started
kube-system                   28m         Normal    LeaderElection                           lease/snapshot-controller-leader                            gke-de2fa4bc43404d03b9ab-7832-8d0a-vm became leader
kube-system                   28m         Normal    Created                                  pod/pdcsi-node-7j7mq                                        Container created
k8s-dencer                    28m         Normal    ProvisioningSucceeded                    persistentvolumeclaim/k8s-dencer-data                       Successfully provisioned volume pvc-96c50429-f344-4f6b-81b3-c72e967b3520
kube-system                   28m         Normal    Created                                  pod/kube-dns-7ddbc8bb55-mh9vz                               Container created
kube-system                   28m         Normal    Started                                  pod/kube-dns-7ddbc8bb55-mh9vz                               Container started
k8s-dencer                    28m         Normal    Scheduled                                pod/k8s-dencer-planner-55f445b474-mpqhh                     Successfully assigned k8s-dencer/k8s-dencer-planner-55f445b474-mpqhh to gke-dencer-play-default-pool-846d4868-kzdf
kube-system                   28m         Normal    Pulled                                   pod/node-local-dns-8sv7q                                    Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260422_2300_RC0@sha256:70625564549ccc35d34e119dd3e3d5e2f841be9c309940d3ed5bb4e649a3c59f" in 1.591s (2.874s including waiting). Image size: 26354407 bytes.
kube-system                   28m         Normal    Created                                  pod/node-local-dns-8sv7q                                    Container created
kube-system                   28m         Normal    Started                                  pod/node-local-dns-8sv7q                                    Container started
gmp-system                    28m         Normal    Pulled                                   pod/collector-vvkm4                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93" in 4.947s (5.42s including waiting). Image size: 146494435 bytes.
gmp-system                    28m         Normal    Created                                  pod/collector-vvkm4                                         Container created
k8s-dencer                    28m         Normal    Scheduled                                pod/k8s-dencer-executor-746b89f5f5-lh5bt                    Successfully assigned k8s-dencer/k8s-dencer-executor-746b89f5f5-lh5bt to gke-dencer-play-default-pool-846d4868-kzdf
gmp-system                    28m         Normal    Started                                  pod/collector-vvkm4                                         Container started
gmp-system                    28m         Normal    Pulling                                  pod/collector-vvkm4                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf"
gmp-system                    28m         Normal    Pulling                                  pod/collector-8b7jt                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93"
k8s-dencer                    28m         Normal    Scheduled                                pod/k8s-dencer-ui-backend-6fdb57844f-htdvq                  Successfully assigned k8s-dencer/k8s-dencer-ui-backend-6fdb57844f-htdvq to gke-dencer-play-default-pool-846d4868-kzdf
gmp-system                    28m         Normal    Created                                  pod/collector-vvkm4                                         Container created
gmp-system                    28m         Normal    Pulled                                   pod/collector-gz6q2                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93" in 5.935s (5.936s including waiting). Image size: 146494435 bytes.
gmp-system                    28m         Normal    Created                                  pod/collector-gz6q2                                         Container created
gmp-system                    28m         Normal    Started                                  pod/collector-gz6q2                                         Container started
gmp-system                    28m         Normal    Pulling                                  pod/collector-gz6q2                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf"
kube-system                   28m         Normal    Started                                  pod/konnectivity-agent-7f74769845-6bqpc                     Container started
kube-system                   28m         Normal    Pulled                                   pod/konnectivity-agent-7f74769845-6bqpc                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d" in 2.339s (3.083s including waiting). Image size: 26329267 bytes.
kube-system                   28m         Normal    Created                                  pod/konnectivity-agent-7f74769845-6bqpc                     Container created
gmp-system                    28m         Normal    Pulled                                   pod/collector-vvkm4                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf" in 907ms (907ms including waiting). Image size: 14196295 bytes.
k8s-dencer                    28m         Normal    Pulled                                   pod/k8s-dencer-ui-frontend-645d84d4d8-w7gn7                 Successfully pulled image "ghcr.io/atedgimo/k8s-dencer-ui-frontend:0.8.1" in 2.878s (2.878s including waiting). Image size: 23263296 bytes.
gmp-system                    28m         Normal    Started                                  pod/collector-vvkm4                                         Container started
kube-system                   28m         Normal    Pulling                                  pod/konnectivity-agent-7f74769845-82h75                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d"
kube-system                   28m         Normal    Created                                  pod/konnectivity-agent-7f74769845-82h75                     Container created
gmp-system                    28m         Normal    Created                                  pod/collector-gz6q2                                         Container created
gmp-system                    28m         Normal    Pulled                                   pod/collector-gz6q2                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf" in 1.381s (1.381s including waiting). Image size: 14196295 bytes.
kube-system                   28m         Normal    Pulled                                   pod/fluentbit-gke-r2kmp                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45" in 4.905s (6.854s including waiting). Image size: 66344763 bytes.
kube-system                   28m         Normal    Created                                  pod/fluentbit-gke-r2kmp                                     Container created
kube-system                   28m         Normal    Started                                  pod/fluentbit-gke-r2kmp                                     Container started
kube-system                   28m         Normal    Pulling                                  pod/fluentbit-gke-r2kmp                                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e"
k8s-dencer                    28m         Normal    Pulling                                  pod/k8s-dencer-ui-frontend-645d84d4d8-n9zj2                 Pulling image "ghcr.io/atedgimo/k8s-dencer-ui-frontend:0.8.1"
kube-system                   28m         Normal    Started                                  pod/konnectivity-agent-7f74769845-82h75                     Container started
kube-system                   28m         Normal    Pulled                                   pod/konnectivity-agent-7f74769845-82h75                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.35.0-gke.1@sha256:2065f91ef5b24b14f6b9da1f1eedf83895d5167918a93cb1770c1124e4ab038d" in 6.21s (10.983s including waiting). Image size: 29774159 bytes.
gmp-system                    28m         Normal    Started                                  pod/collector-zzbjt                                         Container started
kube-system                   28m         Normal    Started                                  pod/konnectivity-agent-7f74769845-fhxrj                     Container started
gmp-system                    28m         Normal    Pulled                                   pod/collector-zzbjt                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93" in 7.478s (8.484s including waiting). Image size: 146494435 bytes.
gmp-system                    28m         Normal    Pulled                                   pod/collector-6x82c                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93" in 9.439s (11.887s including waiting). Image size: 146494435 bytes.
kube-system                   28m         Normal    Pulling                                  pod/konnectivity-agent-7f74769845-fhxrj                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d"
gmp-system                    28m         Normal    Pulling                                  pod/collector-zzbjt                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf"
gmp-system                    28m         Normal    Created                                  pod/collector-zzbjt                                         Container created
kube-system                   28m         Normal    Started                                  pod/pdcsi-node-f9pt9                                        Container started
kube-system                   28m         Normal    Pulled                                   pod/pdcsi-node-f9pt9                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.34@sha256:b38f4e46ad46c1f83f550d695812296b8d2d6a211c3fc0633f28979b0e958516" in 891ms (10.461s including waiting). Image size: 14461369 bytes.
kube-system                   28m         Normal    Created                                  pod/konnectivity-agent-7f74769845-fhxrj                     Container created
gmp-system                    28m         Normal    Created                                  pod/collector-6x82c                                         Container created
kube-system                   28m         Normal    Pulled                                   pod/konnectivity-agent-7f74769845-fhxrj                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.35.0-gke.1@sha256:2065f91ef5b24b14f6b9da1f1eedf83895d5167918a93cb1770c1124e4ab038d" in 2.864s (5.328s including waiting). Image size: 29774159 bytes.
gmp-system                    28m         Normal    Started                                  pod/collector-gz6q2                                         Container started
kube-system                   28m         Normal    Created                                  pod/pdcsi-node-f9pt9                                        Container created
gmp-system                    28m         Normal    Started                                  pod/collector-zzbjt                                         Container started
gmp-system                    28m         Normal    Pulling                                  pod/collector-6x82c                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf"
gmp-system                    28m         Normal    Started                                  pod/collector-6x82c                                         Container started
gmp-system                    28m         Normal    Pulled                                   pod/collector-zzbjt                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf" in 1.2s (1.2s including waiting). Image size: 14196295 bytes.
kube-system                   28m         Normal    Created                                  pod/kube-dns-7ddbc8bb55-psc92                               Container created
kube-system                   28m         Normal    Pulled                                   pod/kube-dns-7ddbc8bb55-psc92                               Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-sidecar:1.26.8-gke.3@sha256:58eed94278e7b43ad2f4c302fd7457e4b5429e1296854d75c75ad45646e259d0" in 1.107s (10.331s including waiting). Image size: 27137227 bytes.
gmp-system                    28m         Normal    Created                                  pod/collector-zzbjt                                         Container created
gmp-system                    28m         Normal    Created                                  pod/collector-hxrzl                                         Container created
kube-system                   28m         Normal    Pulling                                  pod/kube-dns-7ddbc8bb55-psc92                               Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260412_2300_RC0@sha256:fbc30ed703e17c3ae5622888145452d22865bb4f273db05321929a0fda0019a2"
gmp-system                    28m         Normal    Started                                  pod/collector-hxrzl                                         Container started
gmp-system                    28m         Normal    Pulling                                  pod/collector-hxrzl                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf"
kube-system                   28m         Normal    Pulled                                   pod/kube-dns-7ddbc8bb55-mh9vz                               Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260412_2300_RC0@sha256:fbc30ed703e17c3ae5622888145452d22865bb4f273db05321929a0fda0019a2" in 3.816s (5.775s including waiting). Image size: 26315860 bytes.
kube-system                   28m         Normal    Created                                  pod/kube-dns-7ddbc8bb55-mh9vz                               Container created
kube-system                   28m         Normal    Started                                  pod/kube-dns-7ddbc8bb55-mh9vz                               Container started
k8s-dencer                    28m         Normal    SuccessfulAttachVolume                   pod/k8s-dencer-executor-746b89f5f5-lh5bt                    AttachVolume.Attach succeeded for volume "pvc-96c50429-f344-4f6b-81b3-c72e967b3520"
k8s-dencer                    28m         Normal    SuccessfulAttachVolume                   pod/k8s-dencer-planner-55f445b474-mpqhh                     AttachVolume.Attach succeeded for volume "pvc-96c50429-f344-4f6b-81b3-c72e967b3520"
gmp-system                    28m         Normal    Pulled                                   pod/collector-hxrzl                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93" in 6.342s (7.208s including waiting). Image size: 146494435 bytes.
kube-system                   28m         Normal    Started                                  pod/kube-dns-7ddbc8bb55-psc92                               Container started
kube-system                   28m         Normal    Pulled                                   pod/konnectivity-agent-7f74769845-82h75                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d" in 2.047s (3.764s including waiting). Image size: 26329267 bytes.
kube-system                   28m         Normal    Pulled                                   pod/gke-metrics-agent-dgzsg                                 Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" in 4.833s (8.075s including waiting). Image size: 25459396 bytes.
k8s-dencer                    28m         Normal    Pulling                                  pod/k8s-dencer-planner-55f445b474-mpqhh                     Pulling image "ghcr.io/atedgimo/k8s-dencer-planner:0.8.1"
k8s-dencer                    28m         Normal    Started                                  pod/k8s-dencer-ui-frontend-645d84d4d8-n9zj2                 Container started
k8s-dencer                    28m         Normal    Pulling                                  pod/k8s-dencer-ui-backend-6fdb57844f-htdvq                  Pulling image "ghcr.io/atedgimo/k8s-dencer-ui-backend:0.8.1"
k8s-dencer                    28m         Normal    Created                                  pod/k8s-dencer-ui-frontend-645d84d4d8-n9zj2                 Container created
kube-system                   28m         Normal    Created                                  pod/gke-metrics-agent-dgzsg                                 Container created
k8s-dencer                    28m         Normal    Pulling                                  pod/k8s-dencer-executor-746b89f5f5-lh5bt                    Pulling image "ghcr.io/atedgimo/k8s-dencer-executor:0.8.1"
k8s-dencer                    28m         Normal    Pulled                                   pod/k8s-dencer-ui-frontend-645d84d4d8-n9zj2                 Successfully pulled image "ghcr.io/atedgimo/k8s-dencer-ui-frontend:0.8.1" in 2.681s (3.314s including waiting). Image size: 23263296 bytes.
kube-system                   28m         Normal    Created                                  pod/konnectivity-agent-7f74769845-82h75                     Container created
gmp-system                    28m         Normal    Started                                  pod/collector-hxrzl                                         Container started
gmp-system                    28m         Normal    Created                                  pod/collector-hxrzl                                         Container created
kube-system                   28m         Normal    Started                                  pod/konnectivity-agent-7f74769845-82h75                     Container started
gmp-system                    28m         Normal    Pulled                                   pod/collector-hxrzl                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf" in 1.484s (1.484s including waiting). Image size: 14196295 bytes.
kube-system                   28m         Normal    Started                                  pod/gke-metrics-agent-dgzsg                                 Container started
k8s-dencer                    28m         Warning   Unhealthy                                pod/k8s-dencer-ui-frontend-645d84d4d8-n9zj2                 Startup probe failed: Get "http://10.76.5.5:8080/": dial tcp 10.76.5.5:8080: connect: connection refused
gmp-system                    27m         Normal    Pulled                                   pod/collector-6x82c                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf" in 1.898s (4.184s including waiting). Image size: 14196295 bytes.
kube-system                   27m         Normal    Pulled                                   pod/kube-dns-7ddbc8bb55-psc92                               Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260412_2300_RC0@sha256:fbc30ed703e17c3ae5622888145452d22865bb4f273db05321929a0fda0019a2" in 1.438s (2.761s including waiting). Image size: 26315860 bytes.
gmp-system                    27m         Normal    Started                                  pod/collector-6x82c                                         Container started
gmp-system                    27m         Normal    Created                                  pod/collector-6x82c                                         Container created
kube-system                   27m         Normal    Created                                  pod/kube-dns-7ddbc8bb55-psc92                               Container created
kube-system                   27m         Normal    Started                                  pod/kube-dns-7ddbc8bb55-psc92                               Container started
kube-system                   27m         Normal    Pulled                                   pod/fluentbit-gke-r2kmp                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e" in 2.264s (6.788s including waiting). Image size: 36248865 bytes.
k8s-dencer                    27m         Warning   Unhealthy                                pod/k8s-dencer-ui-frontend-645d84d4d8-w7gn7                 Startup probe failed: Get "http://10.76.1.5:8080/": dial tcp 10.76.1.5:8080: connect: connection refused
kube-system                   27m         Normal    Started                                  pod/fluentbit-gke-r2kmp                                     Container started
kube-system                   27m         Normal    Created                                  pod/fluentbit-gke-r2kmp                                     Container created
kube-system                   27m         Normal    Created                                  pod/fluentbit-gke-r2kmp                                     Container created
kube-system                   27m         Normal    Pulled                                   pod/fluentbit-gke-r2kmp                                     Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260617_2300_RC0@sha256:c8cd71f5cd9f076b55e3f1db733e6adacd6ad3cfabaa9eb467b0ece8e691d73b" already present on machine and can be accessed by the pod
kube-system                   27m         Normal    Started                                  pod/fluentbit-gke-r2kmp                                     Container started
k8s-dencer                    27m         Normal    Created                                  pod/k8s-dencer-ui-frontend-645d84d4d8-w7gn7                 Container created
k8s-dencer                    27m         Normal    Pulled                                   pod/k8s-dencer-ui-frontend-645d84d4d8-w7gn7                 Container image "ghcr.io/atedgimo/k8s-dencer-ui-frontend:0.8.1" already present on machine and can be accessed by the pod
k8s-dencer                    27m         Normal    Created                                  pod/k8s-dencer-ui-backend-6fdb57844f-htdvq                  Container created
k8s-dencer                    27m         Normal    Started                                  pod/k8s-dencer-ui-backend-6fdb57844f-htdvq                  Container started
k8s-dencer                    27m         Normal    Started                                  pod/k8s-dencer-executor-746b89f5f5-lh5bt                    Container started
k8s-dencer                    27m         Normal    Pulled                                   pod/k8s-dencer-executor-746b89f5f5-lh5bt                    Successfully pulled image "ghcr.io/atedgimo/k8s-dencer-executor:0.8.1" in 4.897s (4.897s including waiting). Image size: 13147754 bytes.
k8s-dencer                    27m         Normal    Created                                  pod/k8s-dencer-executor-746b89f5f5-lh5bt                    Container created
k8s-dencer                    27m         Normal    Started                                  pod/k8s-dencer-ui-frontend-645d84d4d8-w7gn7                 Container started
k8s-dencer                    27m         Normal    Pulled                                   pod/k8s-dencer-ui-backend-6fdb57844f-htdvq                  Successfully pulled image "ghcr.io/atedgimo/k8s-dencer-ui-backend:0.8.1" in 4.433s (4.434s including waiting). Image size: 13679276 bytes.
k8s-dencer                    27m         Normal    Created                                  pod/k8s-dencer-planner-55f445b474-mpqhh                     Container created
k8s-dencer                    27m         Normal    Pulled                                   pod/k8s-dencer-planner-55f445b474-mpqhh                     Successfully pulled image "ghcr.io/atedgimo/k8s-dencer-planner:0.8.1" in 1.605s (5.938s including waiting). Image size: 13594725 bytes.
gmp-system                    27m         Normal    Started                                  pod/collector-8b7jt                                         Container started
gmp-system                    27m         Normal    Created                                  pod/collector-8b7jt                                         Container created
kube-system                   27m         Normal    Started                                  pod/konnectivity-agent-7f74769845-fhxrj                     Container started
gmp-system                    27m         Normal    Pulled                                   pod/collector-8b7jt                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93" in 10.177s (13.556s including waiting). Image size: 146494435 bytes.
k8s-dencer                    27m         Normal    Started                                  pod/k8s-dencer-planner-55f445b474-mpqhh                     Container started
kube-system                   27m         Normal    Created                                  pod/konnectivity-agent-7f74769845-fhxrj                     Container created
kube-system                   27m         Normal    Pulled                                   pod/konnectivity-agent-7f74769845-fhxrj                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d" in 4.405s (9.528s including waiting). Image size: 26329267 bytes.
gmp-system                    27m         Normal    Pulling                                  pod/collector-8b7jt                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf"
gmp-system                    27m         Normal    Pulled                                   pod/collector-8b7jt                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf" in 1.991s (1.991s including waiting). Image size: 14196295 bytes.
gmp-system                    27m         Normal    Created                                  pod/collector-8b7jt                                         Container created
gmp-system                    27m         Normal    Started                                  pod/collector-8b7jt                                         Container started
dencer-demo                   27m         Normal    Scheduled                                pod/play-web-5cddbdcfb5-52p9l                               Successfully assigned dencer-demo/play-web-5cddbdcfb5-52p9l to gke-dencer-play-default-pool-846d4868-tst6
dencer-demo                   27m         Normal    SuccessfulCreate                         replicaset/play-web-5cddbdcfb5                              Created pod: play-web-5cddbdcfb5-52p9l
dencer-demo                   27m         Normal    SuccessfulCreate                         replicaset/play-web-5cddbdcfb5                              Created pod: play-web-5cddbdcfb5-mt6xz
dencer-demo                   27m         Normal    SuccessfulCreate                         replicaset/play-web-5cddbdcfb5                              Created pod: play-web-5cddbdcfb5-lr4mn
dencer-demo                   27m         Normal    SuccessfulCreate                         replicaset/play-web-5cddbdcfb5                              Created pod: play-web-5cddbdcfb5-7lcrb
dencer-demo                   27m         Normal    ScalingReplicaSet                        deployment/play-web                                         Scaled up replica set play-web-5cddbdcfb5 from 0 to 4
dencer-demo                   27m         Normal    Scheduled                                pod/play-web-5cddbdcfb5-7lcrb                               Successfully assigned dencer-demo/play-web-5cddbdcfb5-7lcrb to gke-dencer-play-default-pool-846d4868-t20r
dencer-demo                   27m         Normal    Scheduled                                pod/play-web-5cddbdcfb5-mt6xz                               Successfully assigned dencer-demo/play-web-5cddbdcfb5-mt6xz to gke-dencer-play-default-pool-846d4868-kzdf
dencer-demo                   27m         Normal    Scheduled                                pod/play-web-5cddbdcfb5-lr4mn                               Successfully assigned dencer-demo/play-web-5cddbdcfb5-lr4mn to gke-dencer-play-default-pool-846d4868-r3pj
dencer-demo                   27m         Normal    Pulling                                  pod/play-web-5cddbdcfb5-lr4mn                               Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   27m         Normal    ScalingReplicaSet                        deployment/play-cache                                       Scaled up replica set play-cache-6b5554675 from 0 to 3
dencer-demo                   27m         Normal    SuccessfulCreate                         replicaset/play-cache-6b5554675                             Created pod: play-cache-6b5554675-ldt2l
dencer-demo                   27m         Normal    SuccessfulCreate                         replicaset/play-cache-6b5554675                             Created pod: play-cache-6b5554675-d6r2z
dencer-demo                   27m         Normal    Pulling                                  pod/play-web-5cddbdcfb5-52p9l                               Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   27m         Normal    SuccessfulCreate                         replicaset/play-cache-6b5554675                             Created pod: play-cache-6b5554675-2gwcc
dencer-demo                   27m         Normal    Scheduled                                pod/play-cache-6b5554675-ldt2l                              Successfully assigned dencer-demo/play-cache-6b5554675-ldt2l to gke-dencer-play-default-pool-846d4868-tst6
dencer-demo                   27m         Normal    Scheduled                                pod/play-cache-6b5554675-d6r2z                              Successfully assigned dencer-demo/play-cache-6b5554675-d6r2z to gke-dencer-play-default-pool-846d4868-kzdf
dencer-demo                   27m         Normal    Pulling                                  pod/play-web-5cddbdcfb5-mt6xz                               Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   27m         Normal    Scheduled                                pod/play-cache-6b5554675-2gwcc                              Successfully assigned dencer-demo/play-cache-6b5554675-2gwcc to gke-dencer-play-default-pool-846d4868-r3pj
dencer-demo                   27m         Normal    Pulling                                  pod/play-web-5cddbdcfb5-7lcrb                               Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   27m         Normal    SuccessfulCreate                         replicaset/play-filler-7d4fc49cf                            Created pod: play-filler-7d4fc49cf-6bcpx
dencer-demo                   27m         Normal    Scheduled                                pod/play-filler-7d4fc49cf-2wd2m                             Successfully assigned dencer-demo/play-filler-7d4fc49cf-2wd2m to gke-dencer-play-default-pool-846d4868-t20r
dencer-demo                   27m         Normal    Scheduled                                pod/play-filler-7d4fc49cf-6bcpx                             Successfully assigned dencer-demo/play-filler-7d4fc49cf-6bcpx to gke-dencer-play-default-pool-846d4868-kzdf
dencer-demo                   27m         Normal    Pulling                                  pod/play-cache-6b5554675-2gwcc                              Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   27m         Normal    SuccessfulCreate                         replicaset/play-filler-7d4fc49cf                            Created pod: play-filler-7d4fc49cf-fwg2d
dencer-demo                   27m         Normal    SuccessfulCreate                         replicaset/play-filler-7d4fc49cf                            Created pod: play-filler-7d4fc49cf-2wd2m
dencer-demo                   27m         Normal    ScalingReplicaSet                        deployment/play-filler                                      Scaled up replica set play-filler-7d4fc49cf from 0 to 3
dencer-demo                   27m         Normal    Pulling                                  pod/play-cache-6b5554675-ldt2l                              Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   27m         Normal    Pulling                                  pod/play-cache-6b5554675-d6r2z                              Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   27m         Normal    Scheduled                                pod/play-filler-7d4fc49cf-fwg2d                             Successfully assigned dencer-demo/play-filler-7d4fc49cf-fwg2d to gke-dencer-play-default-pool-846d4868-tst6
dencer-demo                   27m         Normal    Created                                  pod/play-filler-7d4fc49cf-fwg2d                             Container created
dencer-demo                   27m         Normal    Created                                  pod/play-cache-6b5554675-ldt2l                              Container created
dencer-demo                   27m         Normal    Started                                  pod/play-cache-6b5554675-2gwcc                              Container started
dencer-demo                   27m         Normal    Started                                  pod/play-web-5cddbdcfb5-lr4mn                               Container started
dencer-demo                   27m         Normal    Created                                  pod/play-cache-6b5554675-2gwcc                              Container created
