NAMESPACE                     LAST SEEN   TYPE      REASON                         OBJECT                                                      MESSAGE
kube-system                   2m42s       Normal    Pulled                         pod/gke-metrics-agent-g75wp                                 Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.3@sha256:4cc4daca02a5928dd1c38b03ff421c9b3bca9cbc1249ccf69f8acfe3948ac1df" in 2.714s (2.985s including waiting). Image size: 31395961 bytes.
kube-system                   2m41s       Normal    Created                        pod/kube-dns-autoscaler-7dc78dc96-628l8                     Container created
kube-system                   2m41s       Normal    Started                        pod/gke-metrics-agent-g75wp                                 Container started
kube-system                   2m41s       Normal    LeaderElection                 lease/external-attacher-leader-pd-csi-storage-gke-io        gke-de2fa4bc43404d03b9ab-7832-8d0a-vm became leader
kube-system                   2m41s       Normal    Pulled                         pod/kube-dns-autoscaler-7dc78dc96-628l8                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.3-gke.2@sha256:608476c370ab6d23cf62b3cb470b0480c446ff43fc6fa48959aa5d90f235722e" in 2.764s (5.762s including waiting). Image size: 14214756 bytes.
kube-system                   2m41s       Normal    Pulling                        pod/gke-metrics-agent-g75wp                                 Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5"
kube-system                   2m41s       Normal    Started                        pod/kube-dns-autoscaler-7dc78dc96-628l8                     Container started
gmp-system                    2m41s       Warning   FailedMount                    pod/rule-evaluator-84654c44f6-nl7l5                         MountVolume.SetUp failed for volume "config" : configmap "rule-evaluator" not found
kube-system                   2m41s       Normal    Scheduled                      pod/konnectivity-agent-7f74769845-6bqpc                     Successfully assigned kube-system/konnectivity-agent-7f74769845-6bqpc to gke-dencer-play-default-pool-846d4868-t20r
kube-system                   2m41s       Normal    Pulling                        pod/konnectivity-agent-7f74769845-6bqpc                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976"
kube-system                   2m41s       Normal    Created                        pod/gke-metrics-agent-g75wp                                 Container created
kube-system                   2m41s       Normal    Pulled                         pod/gke-metrics-agent-g75wp                                 Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.3@sha256:4cc4daca02a5928dd1c38b03ff421c9b3bca9cbc1249ccf69f8acfe3948ac1df" already present on machine and can be accessed by the pod
gke-managed-cim               2m41s       Normal    Scheduled                      pod/kube-state-metrics-0                                    Successfully assigned gke-managed-cim/kube-state-metrics-0 to gke-dencer-play-default-pool-846d4868-hvpx
kube-system                   2m41s       Normal    Started                        pod/gke-metrics-agent-g75wp                                 Container started
gmp-system                    2m41s       Warning   FailedMount                    pod/rule-evaluator-84654c44f6-nl7l5                         MountVolume.SetUp failed for volume "rules" : configmap "rules-generated" not found
gmp-system                    2m41s       Warning   FailedMount                    pod/rule-evaluator-84654c44f6-nl7l5                         MountVolume.SetUp failed for volume "rules-secret" : secret "rules" not found
gmp-system                    2m40s       Warning   FailedMount                    pod/collector-6x82c                                         MountVolume.SetUp failed for volume "collection-secret" : secret "collection" not found
kube-system                   2m40s       Normal    Scheduled                      pod/kube-dns-7ddbc8bb55-psc92                               Successfully assigned kube-system/kube-dns-7ddbc8bb55-psc92 to gke-dencer-play-default-pool-846d4868-r3pj
gke-managed-cim               2m40s       Normal    Pulling                        pod/kube-state-metrics-0                                    Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251023.00_p0@sha256:a7cb98da2747fc1e6cbce7c773fe9214fac03712b305ea6c0370392136b796a0"
kube-system                   2m40s       Normal    Pulling                        pod/gke-metrics-agent-4xssv                                 Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260312.00_p0@sha256:d31f982e00598633fd2e94787f76894e29e80a3d87f5e15eacfc42b40e866de8"
gmp-system                    2m40s       Warning   FailedMount                    pod/collector-vvkm4                                         MountVolume.SetUp failed for volume "config" : configmap "collector" not found
gmp-system                    2m40s       Warning   FailedMount                    pod/collector-vvkm4                                         MountVolume.SetUp failed for volume "collection-secret" : secret "collection" not found
gmp-system                    2m40s       Warning   FailedMount                    pod/collector-zzbjt                                         MountVolume.SetUp failed for volume "collection-secret" : secret "collection" not found
gmp-system                    2m40s       Warning   FailedMount                    pod/collector-zzbjt                                         MountVolume.SetUp failed for volume "config" : configmap "collector" not found
kube-system                   2m40s       Normal    Pulling                        pod/konnectivity-agent-7f74769845-kwm7c                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976"
kube-system                   2m40s       Normal    Created                        pod/metrics-server-v1.35.1-868d466bb6-87wrc                 Container created
kube-system                   2m40s       Normal    SuccessfulCreate               replicaset/kube-dns-7ddbc8bb55                              Created pod: kube-dns-7ddbc8bb55-psc92
kube-system                   2m40s       Normal    Pulling                        pod/konnectivity-agent-7f74769845-jnwt2                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976"
kube-system                   2m40s       Normal    Pulled                         pod/metrics-server-v1.35.1-868d466bb6-87wrc                 Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/metrics-server:v0.8.0-gke.22@sha256:b1da1669baf6adceea89154a4d4aef6855f22d97218dab8e615cd479398a013a" in 1.183s (6.635s including waiting). Image size: 22695600 bytes.
kube-system                   2m40s       Normal    Pulling                        pod/node-local-dns-x4m84                                    Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260422.00_p0@sha256:4ceac22ea251c0996e6f58165c9b79b44bd98de251a4b38ffaf072a89974671c"
kube-system                   2m40s       Normal    ScalingReplicaSet              deployment/kube-dns                                         Scaled up replica set kube-dns-7ddbc8bb55 from 1 to 2
kube-system                   2m40s       Normal    Pulling                        pod/fluentbit-gke-vvf2z                                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260222.00_p0@sha256:f1538ec13c7dbe0e95cd5aab7a25c29280d41a3909d86d400b43d66b54642da8"
gmp-system                    2m40s       Warning   FailedMount                    pod/collector-gz6q2                                         MountVolume.SetUp failed for volume "config" : configmap "collector" not found
kube-system                   2m40s       Normal    Created                        pod/metrics-server-v1.35.1-77d8df7694-qgkj2                 Container created
kube-system                   2m40s       Normal    Pulling                        pod/pdcsi-node-f9pt9                                        Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.20@sha256:fc65b739e47e804ec6c93f4a2a8d8a2dbcaa2c1dd91f082fdb0c4266856d12ce"
